"Name","Live Bytes","Live Objects"
"sun.rmi.runtime.RuntimeUtil$$Lambda$106.0x0000000801253040","16 B (0%)","1 (0%)"
"jdk.internal.util.Preconditions$1","16 B (0%)","1 (0%)"
"sun.rmi.runtime.Log$LoggerLogFactory","16 B (0%)","1 (0%)"
"java.lang.invoke.StringConcatFactory$MethodHandleInlineCopyStrategy$1","16 B (0%)","1 (0%)"
"java.lang.invoke.StringConcatFactory$MethodHandleInlineCopyStrategy$2","16 B (0%)","1 (0%)"
"java.lang.CharacterDataLatin1","16 B (0%)","1 (0%)"
"sun.nio.ch.FileChannelImpl$1","16 B (0%)","1 (0%)"
"java.lang.invoke.MethodHandleImpl$1","16 B (0%)","1 (0%)"
"com.sun.jmx.interceptor.DefaultMBeanServerInterceptor$ResourceContext$1","16 B (0%)","1 (0%)"
"sun.rmi.server.LoaderHandler$$Lambda$118.0x0000000801276840","16 B (0%)","1 (0%)"
"java.util.concurrent.atomic.AtomicBoolean","16 B (0%)","1 (0%)"
"java.security.AllPermission","16 B (0%)","1 (0%)"
"sun.management.jmxremote.LocalRMIServerSocketFactory","16 B (0%)","1 (0%)"
"java.lang.ref.Cleaner","16 B (0%)","1 (0%)"
"com.sun.management.internal.PlatformMBeanProviderImpl","16 B (0%)","1 (0%)"
"java.lang.Float","16 B (0%)","1 (0%)"
"sun.rmi.runtime.Log$$Lambda$84.0x0000000801244840","16 B (0%)","1 (0%)"
"sun.rmi.server.UnicastServerRef$$Lambda$89.0x0000000801243c40","16 B (0%)","1 (0%)"
"com.sun.management.internal.PlatformMBeanProviderImpl$$Lambda$35.0x000000080121f440","16 B (0%)","1 (0%)"
"jdk.internal.misc.Unsafe","16 B (0%)","1 (0%)"
"javax.management.remote.rmi.RMIConnectionImpl_Stub","16 B (0%)","1 (0%)"
"java.util.stream.Collectors$$Lambda$75.0x0000000801247440","16 B (0%)","1 (0%)"
"java.lang.Runtime","16 B (0%)","1 (0%)"
"jdk.internal.jimage.decompressor.Decompressor","16 B (0%)","1 (0%)"
"java.util.stream.FindOps$FindSink$OfRef$$Lambda$13.0x0000000801203440","16 B (0%)","1 (0%)"
"java.nio.file.Files$AcceptAllFilter","16 B (0%)","1 (0%)"
"sun.rmi.transport.DGCImpl$2$$Lambda$108.0x0000000801252840","16 B (0%)","1 (0%)"
"java.io.ObjectInputFilter$Config$$Lambda$80.0x0000000801245840","16 B (0%)","1 (0%)"
"sun.rmi.transport.DGCImpl$$Lambda$107.0x0000000801253440","16 B (0%)","1 (0%)"
"java.util.concurrent.ThreadPoolExecutor$AbortPolicy","16 B (0%)","1 (0%)"
"java.lang.management.ManagementFactory$$Lambda$32.0x000000080121f840","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedSerializationConstructorAccessor195","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedSerializationConstructorAccessor196","16 B (0%)","1 (0%)"
"sun.reflect.generics.tree.TypeVariableSignature","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedSerializationConstructorAccessor199","16 B (0%)","1 (0%)"
"java.util.LinkedHashSet","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedSerializationConstructorAccessor197","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedSerializationConstructorAccessor198","16 B (0%)","1 (0%)"
"java.lang.invoke.MemberName$Factory","16 B (0%)","1 (0%)"
"sun.rmi.runtime.RuntimeUtil","16 B (0%)","1 (0%)"
"java.util.logging.Logging","16 B (0%)","1 (0%)"
"java.lang.String$CaseInsensitiveComparator","16 B (0%)","1 (0%)"
"com.sun.management.internal.HotSpotDiagnostic","16 B (0%)","1 (0%)"
"java.lang.ApplicationShutdownHooks$1","16 B (0%)","1 (0%)"
"sun.rmi.transport.DGCImpl$$Lambda$104.0x0000000801253840","16 B (0%)","1 (0%)"
"org.postgresql.core.Encoding$2","16 B (0%)","1 (0%)"
"com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory","16 B (0%)","1 (0%)"
"sun.rmi.transport.tcp.TCPTransport$$Lambda$100.0x0000000801254840","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor65","16 B (0%)","1 (0%)"
"sun.rmi.transport.DGCImpl$$Lambda$105.0x0000000801253c40","16 B (0%)","1 (0%)"
"jdk.internal.logger.LazyLoggers$1","16 B (0%)","1 (0%)"
"com.sun.jmx.mbeanserver.SecureClassLoaderRepository","16 B (0%)","1 (0%)"
"java.util.regex.Pattern$CharPredicate$$Lambda$20.0x0000000801206c40","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor53","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor59","16 B (0%)","1 (0%)"
"java.io.FileDescriptor$1","16 B (0%)","1 (0%)"
"javax.management.JMX","16 B (0%)","1 (0%)"
"com.sun.jmx.remote.internal.ServerCommunicatorAdmin$Timeout","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor43","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor42","16 B (0%)","1 (0%)"
"java.util.stream.Collectors$$Lambda$5.0x0000000801201440","16 B (0%)","1 (0%)"
"java.lang.module.ModuleDescriptor$1","16 B (0%)","1 (0%)"
"sun.rmi.server.UnicastServerRef$$Lambda$90.0x0000000801250040","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor41","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor40","16 B (0%)","1 (0%)"
"sun.security.provider.DRBG$$Lambda$91.0x0000000801250440","16 B (0%)","1 (0%)"
"java.util.stream.Collectors$$Lambda$68.0x000000080123e440","16 B (0%)","1 (0%)"
"java.io.ObjectInputFilter$Config$Global$$Lambda$82.0x0000000801245040","16 B (0%)","1 (0%)"
"java.util.concurrent.locks.ReentrantReadWriteLock$ReadLock","16 B (0%)","1 (0%)"
"java.lang.reflect.Proxy$$Lambda$30.0x0000000801218840","16 B (0%)","1 (0%)"
"java.util.LinkedHashMap$LinkedKeySet","16 B (0%)","1 (0%)"
"java.util.function.Function$$Lambda$38.0x000000080121e040","16 B (0%)","1 (0%)"
"java.rmi.server.ObjID$$Lambda$94.0x0000000801256040","16 B (0%)","1 (0%)"
"jdk.internal.module.DefaultRoots$$Lambda$4.0x0000000801201040","16 B (0%)","1 (0%)"
"java.util.stream.FindOps$FindSink$OfRef$$Lambda$11.0x0000000801202c40","16 B (0%)","1 (0%)"
"sun.rmi.transport.tcp.TCPTransport$$Lambda$99.0x0000000801255440","16 B (0%)","1 (0%)"
"javax.management.remote.rmi.RMIServerImpl_Stub","16 B (0%)","1 (0%)"
"java.lang.Class$$Lambda$72.0x0000000801247840","16 B (0%)","1 (0%)"
"java.util.IdentityHashMap$Values","16 B (0%)","1 (0%)"
"sun.rmi.transport.tcp.TCPTransport$1","16 B (0%)","1 (0%)"
"java.util.stream.Collectors$$Lambda$70.0x000000080123f040","16 B (0%)","1 (0%)"
"jdk.internal.module.ModuleTarget","16 B (0%)","1 (0%)"
"java.io.RandomAccessFile$2","16 B (0%)","1 (0%)"
"sun.management.ClassLoadingImpl","16 B (0%)","1 (0%)"
"java.util.concurrent.ConcurrentSkipListMap$KeySet","16 B (0%)","1 (0%)"
"java.util.regex.CharPredicates$$Lambda$14.0x0000000801205040","16 B (0%)","1 (0%)"
"java.util.regex.Pattern$LastNode","16 B (0%)","1 (0%)"
"java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$39.0x000000080121d840","16 B (0%)","1 (0%)"
"java.net.ServerSocket$2","16 B (0%)","1 (0%)"
"java.net.URL$DefaultFactory","16 B (0%)","1 (0%)"
"java.util.regex.Pattern$1","16 B (0%)","1 (0%)"
"sun.net.www.protocol.jar.Handler","16 B (0%)","1 (0%)"
"java.util.logging.SimpleFormatter$$Lambda$85.0x0000000801244c40","16 B (0%)","1 (0%)"
"com.sun.jmx.mbeanserver.MBeanInstantiator","16 B (0%)","1 (0%)"
"sun.reflect.generics.tree.LongSignature","16 B (0%)","1 (0%)"
"java.util.Collections$EmptyList","16 B (0%)","1 (0%)"
"java.lang.StringCoding$1","16 B (0%)","1 (0%)"
"sun.net.spi.DefaultProxySelector","16 B (0%)","1 (0%)"
"java.lang.System$2","16 B (0%)","1 (0%)"
"sun.util.locale.provider.TimeZoneNameUtility$TimeZoneNameGetter","16 B (0%)","1 (0%)"
"sun.util.cldr.CLDRBaseLocaleDataMetaInfo","16 B (0%)","1 (0%)"
"sun.rmi.server.LoaderHandler$$Lambda$117.0x0000000801277440","16 B (0%)","1 (0%)"
"com.sun.jmx.mbeanserver.DescriptorCache","16 B (0%)","1 (0%)"
"java.util.EnumMap$1","16 B (0%)","1 (0%)"
"sun.util.resources.cldr.provider.CLDRLocaleDataMetaInfo","16 B (0%)","1 (0%)"
"java.util.ResourceBundle$Control","16 B (0%)","1 (0%)"
"java.security.CodeSigner[]","16 B (0%)","1 (0%)"
"java.lang.Throwable[]","16 B (0%)","1 (0%)"
"java.nio.Bits$1","16 B (0%)","1 (0%)"
"org.postgresql.core.QueryExecutorBase$1","16 B (0%)","1 (0%)"
"java.lang.management.ManagementFactory$$Lambda$64.0x0000000801239c40","16 B (0%)","1 (0%)"
"sun.rmi.transport.ObjectTable$$Lambda$102.0x0000000801254040","16 B (0%)","1 (0%)"
"java.text.FieldPosition[]","16 B (0%)","1 (0%)"
"sun.security.provider.AbstractDrbg$SeederHolder$$Lambda$93.0x0000000801256c40","16 B (0%)","1 (0%)"
"sun.rmi.transport.DGCAckHandler$$Lambda$119.0x000000080128a040","16 B (0%)","1 (0%)"
"javax.management.MBeanServerBuilder","16 B (0%)","1 (0%)"
"javax.management.remote.JMXConnectorServerFactory$$Lambda$77.0x0000000801246c40","16 B (0%)","1 (0%)"
"jdk.internal.module.DefaultRoots$$Lambda$1.0x0000000801200040","16 B (0%)","1 (0%)"
"java.net.URL$3","16 B (0%)","1 (0%)"
"jdk.internal.module.DefaultRoots$$Lambda$9.0x0000000801202440","16 B (0%)","1 (0%)"
"java.util.Collections$EmptyEnumeration","16 B (0%)","1 (0%)"
"sun.nio.fs.NativeBuffers$1","16 B (0%)","1 (0%)"
"java.util.stream.Collectors$$Lambda$40.0x000000080121dc40","16 B (0%)","1 (0%)"
"java.lang.Terminator$1","16 B (0%)","1 (0%)"
"java.util.Spliterators$EmptySpliterator$OfLong","16 B (0%)","1 (0%)"
"java.util.logging.Handler[]","16 B (0%)","1 (0%)"
"sun.rmi.transport.tcp.TCPChannel$$Lambda$112.0x0000000801271c40","16 B (0%)","1 (0%)"
"java.nio.file.attribute.FileAttribute[]","16 B (0%)","1 (0%)"
"sun.security.provider.NativeSeedGenerator","16 B (0%)","1 (0%)"
"java.net.InetAddress$PlatformNameService","16 B (0%)","1 (0%)"
"java.net.URI$1","16 B (0%)","1 (0%)"
"java.util.regex.Pattern$$Lambda$15.0x0000000801205440","16 B (0%)","1 (0%)"
"sun.util.calendar.Gregorian","16 B (0%)","1 (0%)"
"java.util.stream.Collectors$$Lambda$7.0x0000000801201c40","16 B (0%)","1 (0%)"
"java.rmi.server.RMIClassLoader$2","16 B (0%)","1 (0%)"
"sun.rmi.transport.DGCImpl_Skel","16 B (0%)","1 (0%)"
"org.postgresql.jdbc.PgConnection$1","16 B (0%)","1 (0%)"
"java.lang.System$LoggerFinder$$Lambda$61.0x0000000801238c40","16 B (0%)","1 (0%)"
"java.util.Collections$EmptySet","16 B (0%)","1 (0%)"
"java.util.regex.IntHashSet[]","16 B (0%)","1 (0%)"
"java.util.stream.Collectors$$Lambda$74.0x0000000801247040","16 B (0%)","1 (0%)"
"java.lang.invoke.ClassSpecializer$1","16 B (0%)","1 (0%)"
"java.lang.ref.Cleaner$1","16 B (0%)","1 (0%)"
"ru.job4j.tracker.StartUI$$Lambda$53.0x000000080121a440","16 B (0%)","1 (0%)"
"java.util.stream.Collectors$$Lambda$6.0x0000000801201840","16 B (0%)","1 (0%)"
"sun.util.logging.internal.LoggingProviderImpl","16 B (0%)","1 (0%)"
"java.lang.management.ManagementFactory$$Lambda$63.0x0000000801239840","16 B (0%)","1 (0%)"
"sun.rmi.transport.Transport$$Lambda$97.0x0000000801255c40","16 B (0%)","1 (0%)"
"sun.net.DefaultProgressMeteringPolicy","16 B (0%)","1 (0%)"
"java.lang.ref.Reference$1","16 B (0%)","1 (0%)"
"java.util.Collections$EmptyIterator","16 B (0%)","1 (0%)"
"java.util.logging.Level$$Lambda$27.0x000000080120d040","16 B (0%)","1 (0%)"
"jdk.internal.jimage.ImageStringsReader","16 B (0%)","1 (0%)"
"java.util.logging.LogManager$VisitedLoggers","16 B (0%)","1 (0%)"
"jdk.management.jfr.SettingDescriptorInfo$1","16 B (0%)","1 (0%)"
"sun.rmi.transport.tcp.TCPDirectSocketFactory","16 B (0%)","1 (0%)"
"java.util.stream.Collectors$$Lambda$76.0x0000000801246840","16 B (0%)","1 (0%)"
"java.util.concurrent.locks.ReentrantReadWriteLock$WriteLock","16 B (0%)","1 (0%)"
"java.util.zip.ZipFile$1","16 B (0%)","1 (0%)"
"java.lang.management.DefaultPlatformMBeanProvider","16 B (0%)","1 (0%)"
"sun.rmi.transport.tcp.TCPChannel$$Lambda$111.0x0000000801271840","16 B (0%)","1 (0%)"
"java.util.regex.CharPredicates$$Lambda$55.0x0000000801219c40","16 B (0%)","1 (0%)"
"java.util.Spliterators$EmptySpliterator$OfDouble","16 B (0%)","1 (0%)"
"java.util.concurrent.locks.ReentrantReadWriteLock$Sync$ThreadLocalHoldCounter","16 B (0%)","1 (0%)"
"java.util.Locale$Builder","16 B (0%)","1 (0%)"
"sun.rmi.server.UnicastServerRef$HashToMethod_Maps","16 B (0%)","1 (0%)"
"sun.net.www.protocol.jar.JarFileFactory","16 B (0%)","1 (0%)"
"org.postgresql.core.CachedQueryCreateAction","16 B (0%)","1 (0%)"
"java.io.ObjectInputStream$$Lambda$113.0x0000000801272440","16 B (0%)","1 (0%)"
"java.util.logging.Level$KnownLevel$$Lambda$28.0x000000080120d440","16 B (0%)","1 (0%)"
"java.io.FilePermission$1","16 B (0%)","1 (0%)"
"java.security.ProtectionDomain$JavaSecurityAccessImpl","16 B (0%)","1 (0%)"
"java.util.stream.FindOps$FindSink$OfRef$$Lambda$10.0x0000000801202840","16 B (0%)","1 (0%)"
"java.util.regex.Pattern$Node","16 B (0%)","1 (0%)"
"com.sun.jmx.remote.security.SubjectDelegator","16 B (0%)","1 (0%)"
"java.util.logging.SimpleFormatter","16 B (0%)","1 (0%)"
"jdk.internal.module.DefaultRoots$$Lambda$2.0x0000000801200840","16 B (0%)","1 (0%)"
"java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$36.0x000000080121e840","16 B (0%)","1 (0%)"
"sun.net.www.protocol.jrt.Handler","16 B (0%)","1 (0%)"
"java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$37.0x000000080121ec40","16 B (0%)","1 (0%)"
"sun.rmi.transport.tcp.TCPChannel$$Lambda$110.0x0000000801271440","16 B (0%)","1 (0%)"
"java.util.Spliterators$EmptySpliterator$OfRef","16 B (0%)","1 (0%)"
"sun.management.jmxremote.ConnectorBootstrap$PermanentExporter","16 B (0%)","1 (0%)"
"java.io.ObjectInputFilter$Config$$Lambda$79.0x0000000801246440","16 B (0%)","1 (0%)"
"com.sun.jmx.mbeanserver.MXBeanIntrospector","16 B (0%)","1 (0%)"
"sun.rmi.server.UnicastRef$$Lambda$87.0x0000000801244440","16 B (0%)","1 (0%)"
"java.security.Provider[]","16 B (0%)","1 (0%)"
"java.util.stream.Collectors$$Lambda$50.0x000000080121a840","16 B (0%)","1 (0%)"
"jdk.internal.math.FloatingDecimal$1","16 B (0%)","1 (0%)"
"sun.nio.fs.WindowsFileSystemProvider","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor1","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedSerializationConstructorAccessor209","16 B (0%)","1 (0%)"
"java.net.InetAddress$2","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedSerializationConstructorAccessor210","16 B (0%)","1 (0%)"
"java.util.jar.JavaUtilJarAccessImpl","16 B (0%)","1 (0%)"
"sun.security.provider.AbstractDrbg$$Lambda$92.0x0000000801257040","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor8","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor9","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor6","16 B (0%)","1 (0%)"
"sun.rmi.transport.DGCImpl$1","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor7","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor4","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor5","16 B (0%)","1 (0%)"
"java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$44.0x000000080121c040","16 B (0%)","1 (0%)"
"sun.util.resources.LocaleData$LocaleDataStrategy","16 B (0%)","1 (0%)"
"java.io.ObjectInputFilter$Config$Global$$Lambda$81.0x0000000801245c40","16 B (0%)","1 (0%)"
"sun.rmi.server.UnicastRef","16 B (0%)","1 (0%)"
"java.util.Spliterators$EmptySpliterator$OfInt","16 B (0%)","1 (0%)"
"sun.rmi.server.Util$$Lambda$83.0x0000000801245440","16 B (0%)","1 (0%)"
"jdk.internal.misc.TerminatingThreadLocal$1","16 B (0%)","1 (0%)"
"java.util.regex.Pattern$$Lambda$57.0x0000000801219440","16 B (0%)","1 (0%)"
"java.util.logging.LogManager$LoggingProviderAccess","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedSerializationConstructorAccessor203","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedSerializationConstructorAccessor204","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedSerializationConstructorAccessor201","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedSerializationConstructorAccessor202","16 B (0%)","1 (0%)"
"java.util.concurrent.ConcurrentSkipListSet","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedSerializationConstructorAccessor207","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedSerializationConstructorAccessor208","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedSerializationConstructorAccessor205","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedSerializationConstructorAccessor206","16 B (0%)","1 (0%)"
"java.util.stream.Collectors$$Lambda$51.0x000000080121ac40","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedSerializationConstructorAccessor200","16 B (0%)","1 (0%)"
"org.postgresql.util.LruCache$2","16 B (0%)","1 (0%)"
"java.security.cert.Certificate[]","16 B (0%)","1 (0%)"
"org.postgresql.util.LruCache$1","16 B (0%)","1 (0%)"
"java.util.regex.CharPredicates$$Lambda$18.0x0000000801206040","16 B (0%)","1 (0%)"
"java.util.stream.Collectors$$Lambda$49.0x000000080121b440","16 B (0%)","1 (0%)"
"java.lang.invoke.VarHandle$1","16 B (0%)","1 (0%)"
"ru.job4j.tracker.SqlTracker","16 B (0%)","1 (0%)"
"ru.job4j.tracker.ConsoleInput","16 B (0%)","1 (0%)"
"jdk.internal.module.ModulePatcher","16 B (0%)","1 (0%)"
"java.net.SocketPermissionCollection$SPCComparator","16 B (0%)","1 (0%)"
"sun.rmi.server.UnicastServerRef$$Lambda$88.0x0000000801243840","16 B (0%)","1 (0%)"
"sun.reflect.generics.tree.VoidDescriptor","16 B (0%)","1 (0%)"
"java.util.concurrent.SynchronousQueue$TransferStack","16 B (0%)","1 (0%)"
"jdk.internal.perf.Perf","16 B (0%)","1 (0%)"
"jdk.internal.reflect.ReflectionFactory","16 B (0%)","1 (0%)"
"org.postgresql.Driver","16 B (0%)","1 (0%)"
"sun.instrument.TransformerManager$TransformerInfo[]","16 B (0%)","1 (0%)"
"javax.management.NotificationBroadcasterSupport$1","16 B (0%)","1 (0%)"
"javax.net.DefaultSocketFactory","16 B (0%)","1 (0%)"
"java.util.ResourceBundle$1","16 B (0%)","1 (0%)"
"sun.rmi.server.Util$$Lambda$86.0x0000000801244040","16 B (0%)","1 (0%)"
"sun.net.www.protocol.file.Handler","16 B (0%)","1 (0%)"
"jdk.internal.logger.LazyLoggers$LazyLoggerFactories","16 B (0%)","1 (0%)"
"sun.util.locale.provider.CalendarDataUtility$CalendarWeekParameterGetter","16 B (0%)","1 (0%)"
"java.util.stream.FindOps$FindSink$OfRef$$Lambda$12.0x0000000801203040","16 B (0%)","1 (0%)"
"java.util.logging.Level$KnownLevel$$Lambda$25.0x000000080120f840","16 B (0%)","1 (0%)"
"java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$43.0x000000080121cc40","16 B (0%)","1 (0%)"
"sun.rmi.server.MarshalInputStream$$Lambda$114.0x0000000801277840","16 B (0%)","1 (0%)"
"java.lang.management.ManagementFactory$$Lambda$62.0x0000000801239440","16 B (0%)","1 (0%)"
